"time","anomaly"
19930210,-0.356528,
19930217,-0.621517,
19930224,-0.461377,
19930303,0.0130819,
19930310,-0.427163,
19930317,-0.640806,
19930324,-0.009554,
19930331,0.0566796,
19930407,0.0224578,
19930414,0.173183,
19930421,-0.0539316,
19930428,-0.150037,
19930505,-0.0833536,
19930512,-0.296085,
19930519,-0.22264,
19930526,-0.106172,
19930602,-0.268125,
19930609,0.0236644,
19930616,-0.434409,
19930623,-0.0700277,
19930630,-0.172583,
19930707,-0.0130824,
19930714,-0.0866351,
19930721,-0.20555,
19930728,-0.110985,
19930804,-0.451452,
19930811,-0.10632,
19930818,-0.25229,
19930825,-0.121478,
19930901,0.213598,
19930908,0.45827,
19930915,0.206436,
19930922,0.299903,
19930929,0.679326,
19931006,0.63876,
19931013,0.337872,
19931020,0.153073,
19931027,0.409111,
19931103,0.653485,
19931110,0.647106,
19931117,0.601892,
19931124,0.584319,
19931201,0.347301,
19931208,0.45896,
19931215,0.429024,
19931222,0.706105,
19931229,0.364543,
19940105,0.111249,
19940112,0.127294,
19940119,0.101256,
19940126,0.15894,
19940202,-0.0321982,
19940209,-0.109556,
19940216,-0.0689504,
19940223,0.0435211,
19940302,0.0179153,
19940309,-0.160408,
19940316,0.0247088,
19940323,0.601553,
19940330,0.465723,
19940406,0.679762,
19940413,0.16113,
19940420,0.0253256,
19940427,0.130221,
19940504,0.244207,
19940511,0.135839,
19940518,0.0961841,
19940525,0.191524,
19940601,0.135482,
19940608,-0.25973,
19940615,-0.109363,
19940622,-0.173293,
19940629,-0.538308,
19940706,-0.501142,
19940713,-0.636427,
19940720,-0.260806,
19940727,-0.538074,
19940803,-0.467975,
19940810,-0.167421,
19940817,-0.0271669,
19940824,-0.305513,
19940831,-0.311281,
19940907,-0.266313,
19940914,-0.329745,
19940921,-0.386293,
19940928,-0.25117,
19941005,-0.557348,
19941012,-0.308464,
19941019,-0.0922912,
19941026,-0.157922,
19941102,-0.0250843,
19941109,0.151623,
19941116,0.121134,
19941123,0.0987345,
19941130,-0.254527,
19941207,-0.469954,
19941214,0.0273734,
